Latitude,Longitude,Distance_to_Park,Proximity_to_Water,Vegetation_Density,Human_Population_Density,Reported_Conflict_Incidents
-1.3512,38.5556,12.8,1,0.59,95,6
-0.3,35.0532,11.69,0,0.39,176,2
1.6863,36.7532,4.48,0,0.77,145,0
1.3883,37.5381,7.66,1,0.74,164,1
0.5488,36.3633,5.32,0,0.77,108,9
1.2037,39.7757,17.45,0,0.69,57,10
1.1035,36.1399,6.53,0,0.33,76,9
1.5976,39.1282,17.97,1,0.28,72,0
0.9698,35.4497,16.38,1,0.55,150,1
0.8954,39.5923,8.69,1,0.79,159,8
-0.563,37.1797,16.54,1,0.34,117,9
-1.3483,37.4622,2.93,1,0.51,74,4
0.6177,35.1447,17.94,0,0.63,142,4
1.9249,35.7462,12.32,0,0.59,152,0
1.8521,37.9708,10.64,1,0.25,153,8
-0.6869,36.0224,5.6,1,0.66,152,1
0.0214,37.2932,4.28,1,0.52,67,8
0.5284,35.1138,8.09,0,0.35,97,5
-0.872,38.8415,10.87,1,0.35,154,10
1.4029,39.7443,14.81,0,0.57,141,3
-1.0865,36.5241,12.96,1,0.45,114,4
-1.1455,35.789,17.37,1,0.28,196,10
0.6829,37.8147,10.9,0,0.25,168,4
-1.1117,39.1458,5.66,0,0.23,51,5
-1.9969,39.372,18.08,0,0.75,183,3
-1.3458,37.8539,2.01,0,0.7,193,5
-1.9683,38.5263,14.71,1,0.6,185,5
-0.0833,38.9223,15.39,1,0.42,162,5
1.2493,35.9828,12.31,0,0.23,98,0
0.7653,39.6417,8.53,1,0.23,135,9
-1.0033,36.9497,1.19,1,0.58,93,2
-1.2976,35.4873,3.67,0,0.42,152,1
-1.0966,39.0954,18.19,1,0.75,129,2
-0.2791,39.8479,16.05,1,0.4,103,6
-1.4262,35.3592,12.43,0,0.72,190,9
1.191,35.1842,8.24,1,0.49,82,6
1.9371,37.6708,10.74,0,0.35,163,10
-1.4485,36.7613,5.43,1,0.45,126,5
-1.7961,35.4506,6.95,1,0.53,151,2
1.5213,35.546,3.77,1,0.36,108,4
-1.4746,39.0287,13.06,1,0.52,112,7
-1.7513,36.9482,17.96,1,0.3,89,9
-0.3353,37.1707,17.42,0,0.39,60,4
1.2595,38.2192,6.92,1,0.68,50,10
-0.0112,35.0816,12.62,0,0.42,116,10
-0.2449,37.7104,16.01,0,0.64,168,10
-0.6047,38.625,17.91,0,0.56,155,3
1.6415,37.0424,5.38,0,0.74,87,5
1.1177,38.8466,4.15,0,0.49,97,10
-0.8411,37.4348,8.73,1,0.75,197,7
-1.6313,36.5927,14.96,1,0.54,162,3
0.6534,37.1684,2.75,1,0.68,50,10
-0.7577,36.6173,17.67,0,0.39,196,5
-0.1014,35.3662,10.8,1,0.49,62,6
0.5238,37.3512,12.43,1,0.6,180,2
-1.2455,37.398,6.43,0,0.4,71,0
-1.0216,39.5399,5.86,1,0.7,105,4
0.797,36.7584,8.66,1,0.38,134,5
-0.5036,39.5396,5.99,0,0.47,124,10
-1.2222,38.243,18.02,0,0.74,147,5
-1.6598,37.2363,11.05,0,0.65,96,9
-1.935,37.7845,7.32,0,0.22,175,5
1.457,35.3435,10.67,0,0.68,109,5
0.4285,36.9554,16.1,1,0.3,155,5
1.5518,39.9216,5.89,1,0.69,117,2
0.087,38.1823,10.55,0,0.73,170,3
0.2977,36.9362,10.06,0,0.53,183,5
0.8465,39.2546,18.93,1,0.48,114,9
1.2556,39.3797,13.67,0,0.48,80,2
0.9747,39.0976,1.98,0,0.29,112,5
-1.4075,38.4565,1.78,1,0.66,118,8
-0.5544,36.4796,4.21,0,0.23,73,6
0.1328,36.6567,17.66,1,0.4,141,10
-1.3301,36.9855,10.99,0,0.71,198,3
-1.9372,39.4563,6.45,0,0.53,169,0
0.2764,35.7146,6.4,0,0.68,63,3
-1.7388,39.1792,7.36,0,0.49,176,0
1.7202,35.6264,3.21,0,0.76,164,2
-1.3441,38.9243,3.19,0,0.5,129,3
1.4701,36.1672,2.95,0,0.56,195,6
0.6404,38.5445,12.47,0,0.26,108,9
0.7169,38.3329,13.72,0,0.66,66,2
-1.7549,39.9862,8.63,0,0.73,104,4
-1.1249,36.3106,2.82,0,0.68,186,4
1.7658,36.7877,1.18,1,0.48,56,0
1.4725,39.6152,7.81,1,0.33,106,10
-0.8818,37.3021,18.27,0,0.42,191,4
0.5166,38.3802,19.1,1,0.76,199,6
-0.1036,35.5783,1.86,1,0.43,57,9
1.5047,36.4313,4.05,1,0.5,188,6
-0.6329,37.0632,8.1,0,0.63,75,8
-1.6802,36.371,4.06,0,0.63,163,1
0.6738,37.469,14.17,0,0.42,70,9
-0.2507,38.5033,15.31,0,0.28,183,7
0.5248,37.898,19.51,0,0.36,149,8
1.166,36.6361,5.2,1,0.67,139,5
0.8951,38.8335,3.38,1,0.48,125,7
-1.4137,38.2125,16.94,0,0.41,173,0
1.6834,39.0011,14.94,0,0.3,189,1
-0.1761,36.7213,18.26,1,0.6,152,3
-0.7165,36.3355,8.8,1,0.28,183,3
0.1213,36.5426,16.81,1,0.72,142,10
0.856,37.6782,8.56,1,0.41,152,5
1.4807,39.7012,9.81,1,0.25,107,7
-1.5664,38.1226,13.45,0,0.32,132,2
0.3357,37.4507,8.3,1,0.47,156,3
-0.3628,39.6073,2.26,0,0.71,172,3
1.8184,38.9227,3.88,0,0.52,158,9
0.2664,37.1954,4.15,0,0.43,171,5
-0.1054,36.5375,10.0,1,0.74,196,2
-0.5312,35.2619,7.39,0,0.68,181,1
-0.9184,37.9834,15.07,0,0.51,134,1
-0.5464,35.048,18.46,0,0.78,189,6
1.513,39.5169,17.82,0,0.3,86,8
-1.601,39.9976,5.25,0,0.5,82,4
1.2999,37.1213,14.81,1,0.6,140,1
-0.5638,37.4627,14.83,0,0.64,160,9
-1.0564,36.55,15.51,0,0.48,68,0
0.021,38.9512,7.93,1,0.47,84,8
1.1169,36.7236,17.53,1,0.74,191,10
0.7087,39.8059,3.3,1,0.63,136,0
-1.0144,35.3705,17.89,0,0.44,135,6
0.5637,36.7165,2.31,0,0.69,149,2
-0.1766,36.2217,18.37,1,0.26,88,1
1.7349,35.6328,13.99,1,0.59,76,4
1.742,38.7601,8.44,0,0.2,107,3
0.113,35.2331,13.04,0,0.7,100,7
0.313,38.6857,8.98,1,0.23,118,9
0.8992,36.2632,8.48,1,0.38,99,6
0.6037,36.8669,19.54,1,0.66,66,2
1.9106,36.0257,6.88,1,0.45,196,4
-0.6574,35.2785,18.01,0,0.66,149,0
-1.0531,36.6873,19.36,0,0.7,146,5
-1.0286,37.3574,11.75,0,0.66,147,9
0.2075,39.2267,13.66,1,0.71,113,4
0.4725,37.36,13.05,0,0.69,156,10
-1.8267,35.094,1.8,1,0.52,55,8
-0.0753,37.7108,12.31,1,0.79,178,7
0.8318,38.6673,4.32,1,0.31,155,1
1.4575,39.6256,15.83,1,0.47,62,8
-1.0962,38.7644,5.01,1,0.51,123,10
-0.5154,38.2209,10.67,0,0.37,62,6
-0.5228,35.7356,12.27,1,0.29,187,5
1.018,35.5035,5.72,0,0.66,135,0
-1.3688,35.6503,3.32,1,0.3,140,1
-1.8737,36.6223,10.55,1,0.64,60,8
1.5023,36.397,13.8,0,0.49,66,0
1.0169,39.8401,1.64,1,0.54,167,8
-0.3311,37.5749,17.88,1,0.53,145,2
0.0574,36.033,1.69,0,0.5,177,3
-0.6656,35.6746,13.48,1,0.58,73,2
1.2175,37.8647,6.03,1,0.25,135,2
-0.1685,37.2427,8.17,0,0.23,64,1
1.2157,35.971,3.56,1,0.64,110,3
1.0887,35.9569,10.2,1,0.39,59,10
1.6369,37.4132,7.92,0,0.77,136,7
-1.3004,38.9071,7.86,0,0.38,97,9
-1.5449,37.1378,18.89,1,0.56,168,1
-0.4484,38.3933,2.65,0,0.25,190,4
-1.4712,35.8942,11.18,1,0.49,120,6
-0.0793,36.8607,8.59,0,0.26,162,8
0.5164,39.4196,5.33,0,0.22,55,6
0.7831,37.3837,3.41,1,0.3,117,1
-1.8088,38.1727,6.04,1,0.79,85,5
1.0226,38.7439,18.49,1,0.79,156,9
0.4593,37.6281,1.16,0,0.77,69,10
1.0313,35.4698,9.6,1,0.65,198,0
-0.4548,35.646,14.05,1,0.56,74,1
1.5133,39.8135,1.04,1,0.41,176,6
-0.614,36.9382,9.14,0,0.75,86,5
1.8022,37.9569,11.28,0,0.35,143,6
0.9592,39.8556,14.83,1,0.62,133,1
0.5023,39.5572,14.94,0,0.45,190,6
-1.7432,37.788,18.61,0,0.41,121,9
1.9802,35.1193,18.8,0,0.37,195,4
-1.6898,36.0399,8.6,1,0.5,103,6
1.214,39.8306,5.25,0,0.26,72,10
-1.3746,38.508,3.54,1,0.62,160,4
1.7895,38.8443,10.52,0,0.29,85,2
0.8856,37.6962,8.94,0,0.46,146,10
1.4958,35.8476,5.68,1,0.59,192,10
0.2537,36.2936,6.31,0,0.5,181,3
-1.1923,35.751,6.04,0,0.43,61,1
-1.3699,38.7245,16.2,0,0.75,81,5
-0.1289,38.0053,18.14,1,0.73,74,4
-1.9061,36.9081,19.01,0,0.3,196,2
1.7752,36.2174,3.08,0,0.5,105,7
0.2063,35.0363,10.61,1,0.25,98,4
0.8729,35.9206,5.16,0,0.25,64,10
0.9239,39.774,5.45,1,0.34,86,0
-0.8443,38.3145,5.48,0,0.34,60,10
-0.4662,37.4878,2.76,1,0.62,136,2
-0.6589,37.753,9.78,0,0.61,91,7
1.7138,38.21,16.02,1,0.77,102,3
-0.5718,38.9095,2.41,0,0.6,177,8
-1.0965,36.5943,9.61,1,0.57,58,9
-1.5698,37.9052,2.17,1,0.25,154,3
1.3887,38.4311,12.83,0,0.21,84,4
-1.8785,39.5974,1.36,0,0.67,74,0
0.3868,39.844,8.6,1,0.25,183,7
-1.3501,35.4937,18.22,1,0.79,190,10
-1.253,37.6855,4.86,1,0.41,174,7
1.4031,35.451,2.66,1,0.21,143,4
-0.0227,36.7556,2.33,1,0.21,179,2
1.2745,36.824,16.59,0,0.77,115,7
-1.9997,36.455,12.57,0,0.47,63,2
1.2119,38.4697,10.8,1,0.3,60,9
-0.7455,35.9013,5.6,0,0.24,200,2
1.4501,36.38,13.76,0,0.59,155,10
1.964,35.049,7.33,1,0.3,97,9
1.5233,35.3335,14.56,0,0.23,78,9
-0.7357,35.4411,15.7,0,0.39,189,8
0.0372,35.8917,16.7,0,0.37,136,9
-0.7459,38.8926,1.73,1,0.22,146,5
-1.4464,37.0033,14.49,1,0.24,76,1
0.3956,37.2414,2.29,0,0.24,54,0
-1.8579,38.967,10.58,1,0.34,99,5
1.7988,38.1456,18.69,0,0.36,97,0
-1.3961,36.0293,4.41,0,0.49,179,5
1.5268,36.0797,1.01,1,0.5,72,3
-0.2784,36.9848,2.82,1,0.71,185,7
0.0095,36.7854,2.7,0,0.46,147,10
0.3699,36.6448,4.98,1,0.34,136,9
1.6369,38.1077,11.7,0,0.29,51,5
-1.8117,38.8039,19.11,0,0.6,96,4
0.5136,39.4895,8.49,1,0.7,106,2
0.4164,36.0573,13.21,0,0.36,162,7
-0.9688,35.6431,2.46,0,0.23,102,2
1.6913,39.9214,11.68,0,0.64,197,9
0.9147,35.4648,16.1,0,0.43,105,10
-0.8201,36.3381,12.03,0,0.46,153,8
-0.0105,38.6634,5.32,1,0.74,155,7
-0.9749,37.5701,8.57,1,0.26,156,8
-1.2742,38.7592,18.33,1,0.35,85,5
0.4553,36.8936,2.18,0,0.39,92,4
1.5427,36.3358,6.23,1,0.77,174,5
1.985,36.3176,6.73,1,0.28,131,8
1.642,35.7946,8.6,1,0.65,107,7
-0.5673,39.2609,15.88,0,0.44,74,1
0.937,36.1953,11.69,0,0.43,128,2
-0.4064,38.0416,5.3,1,0.53,198,4
-1.162,36.5404,8.74,0,0.79,124,7
-0.6307,36.9239,6.42,0,0.49,50,7
-0.0309,39.6693,6.45,0,0.22,133,1
-1.7929,35.0402,16.74,1,0.67,188,4
-1.0727,37.6205,13.9,0,0.6,120,9
-0.0897,36.2388,10.07,1,0.69,53,2
-1.827,36.0593,14.85,1,0.66,119,4
-1.3912,38.7327,4.47,0,0.46,118,2
0.0222,36.9385,19.65,0,0.76,118,0
0.852,37.2808,7.43,0,0.28,56,3
0.0619,39.0912,5.76,0,0.58,166,3
-0.2495,37.5944,16.51,1,0.53,127,7
1.6182,36.3293,19.21,0,0.44,144,10
0.0205,39.1153,15.43,0,0.74,116,4
-1.201,39.49,15.95,1,0.73,104,5
1.3925,38.3518,15.31,1,0.67,114,1
1.5155,38.7426,7.28,0,0.24,114,10
1.6054,36.4311,19.78,1,0.65,90,10
0.5172,38.397,15.67,0,0.54,56,5
-1.0666,39.0247,14.63,1,0.51,122,3
-1.2643,35.2054,6.81,0,0.5,86,7
-1.6699,35.1867,1.88,1,0.65,185,8
-1.9496,35.3646,15.28,0,0.69,152,5
-1.8516,36.6855,15.54,1,0.38,182,2
0.7663,35.89,3.51,1,0.6,108,3
1.428,36.5298,3.26,1,0.27,79,5
0.7473,35.4848,1.34,1,0.44,140,7
-0.9571,38.173,6.02,0,0.22,62,5
0.2067,36.2324,6.57,0,0.72,120,3
0.0718,38.7051,14.46,1,0.32,171,2
1.0195,37.6477,18.93,1,0.68,184,6
1.1747,35.308,17.17,1,0.66,189,3
1.684,38.7968,6.32,1,0.67,69,7
1.7379,37.1036,13.15,0,0.76,86,1
-0.7939,36.3368,13.46,0,0.74,51,8
-0.6309,39.437,9.66,0,0.65,160,6
1.6341,37.5196,15.21,1,0.6,59,5
-1.2976,36.8907,12.87,1,0.2,136,9
1.6156,35.5425,6.43,0,0.38,170,6
0.3674,37.2584,8.81,0,0.25,141,6
-1.2738,37.6272,13.71,1,0.72,196,4
0.7812,36.4122,18.66,0,0.7,197,10
-0.8086,36.1167,8.58,0,0.41,86,9
-1.2137,39.4941,4.26,1,0.55,177,2
-0.5541,39.8019,7.68,1,0.32,130,6
1.383,38.7882,10.38,1,0.67,88,9
-1.5956,37.4304,6.27,1,0.36,75,7
-0.5325,37.8508,4.69,1,0.43,81,5
0.0219,36.0072,7.56,1,0.67,108,2
-1.3343,37.2274,7.33,0,0.2,168,9
1.945,39.2911,15.58,0,0.79,129,8
-0.2909,36.1265,1.78,0,0.52,135,9
-0.5907,36.2754,8.76,1,0.58,89,4
0.831,37.001,15.9,0,0.29,175,3
-1.6662,39.2253,3.88,1,0.4,90,6
0.4971,37.4724,12.52,0,0.51,85,5
1.8127,39.4405,19.04,1,0.4,122,7
-1.2503,37.7868,18.78,0,0.76,98,10
0.5756,37.7333,7.01,0,0.27,126,3
1.2948,36.8947,2.83,1,0.74,133,1
0.5433,35.2829,8.4,1,0.46,57,2
-1.3353,37.699,10.73,0,0.27,134,8
-0.5622,37.9437,4.78,1,0.43,115,10
0.1419,38.7019,14.95,0,0.55,98,1
0.5181,39.6917,18.53,1,0.41,91,1
-0.5271,39.0586,12.11,1,0.22,98,6
0.8522,37.5777,18.11,1,0.26,169,8
-0.5074,38.295,14.67,1,0.35,181,9
-0.3921,35.3224,15.31,0,0.48,112,5
0.6237,37.9023,4.31,0,0.72,116,2
-1.1992,35.7829,16.31,0,0.68,114,3
1.0734,39.998,16.46,1,0.67,83,8
-0.8458,38.1726,17.9,1,0.79,175,6
-0.9399,35.4816,11.21,1,0.35,61,9
1.5455,36.8118,18.1,0,0.52,119,4
-0.9171,38.4665,9.78,0,0.78,89,5
-1.3428,35.8975,1.35,1,0.49,181,1
0.0644,35.2206,16.52,1,0.7,131,2
-1.2792,35.8683,9.77,1,0.68,91,0
1.3602,38.2131,6.98,1,0.54,119,4
-0.7518,39.7656,18.22,0,0.55,83,3
0.4874,36.4314,10.07,0,0.56,132,4
0.6383,38.5157,15.29,1,0.63,136,3
0.0853,37.5162,17.13,1,0.34,170,9
-0.7335,35.8831,18.2,1,0.32,118,4
-1.4796,35.9153,13.97,0,0.4,74,5
1.6636,36.3574,7.44,1,0.71,122,4
-0.7734,37.5004,12.19,0,0.73,178,10
1.2481,39.6803,12.77,1,0.23,113,3
-1.1016,35.8402,8.87,1,0.78,132,2
-1.2319,37.1665,16.98,0,0.31,101,8
1.4289,37.8019,19.86,0,0.7,83,4
-1.1948,38.0039,16.95,0,0.37,200,9
1.6278,36.0913,15.65,1,0.64,87,8
0.8476,38.4311,18.0,1,0.65,57,4
0.4633,35.6696,19.95,1,0.54,151,2
-1.3333,39.707,19.12,0,0.39,132,4
-0.6667,38.0745,19.26,0,0.62,65,1
1.3423,39.1492,6.25,1,0.45,161,3
-1.9367,35.6819,1.08,0,0.47,112,5
1.2636,37.1264,18.85,0,0.28,78,5
-1.7953,36.734,19.59,1,0.69,113,5
0.3637,39.4055,1.64,0,0.5,95,10
0.5994,39.9113,10.29,0,0.65,167,9
-0.0634,35.1377,4.36,1,0.37,148,9
1.0211,39.0671,19.34,0,0.69,90,5
1.9143,36.1565,18.97,1,0.7,57,6
1.4064,37.6321,7.61,0,0.75,186,1
-0.1984,38.7443,8.06,0,0.21,106,2
1.8933,39.411,1.53,0,0.25,135,5
-1.3876,39.2317,19.76,1,0.36,132,7
-1.6056,36.2854,3.85,0,0.66,142,8
0.8908,35.9051,9.71,1,0.43,128,2
0.4236,39.5244,9.57,0,0.68,179,4
0.2197,35.7318,19.05,1,0.65,85,0
-1.7287,39.2745,16.41,1,0.56,153,9
-0.6409,37.6576,8.86,1,0.67,187,4
-1.5806,35.762,15.45,1,0.6,182,9
-1.172,36.4631,2.09,1,0.26,147,1
1.761,38.3383,10.79,0,0.54,55,3
-1.0761,37.362,12.09,0,0.73,97,6
0.4963,35.0976,10.35,1,0.53,182,3
-0.3994,36.5242,16.53,1,0.56,161,9
-0.9549,35.0617,1.76,1,0.24,165,0
1.5481,35.0444,18.33,1,0.28,151,8
-1.9488,37.4438,12.69,0,0.69,74,8
-1.4518,39.5941,6.42,0,0.67,142,8
0.7256,39.2771,8.31,1,0.37,119,9
-0.8145,37.858,7.39,1,0.71,162,1
1.9339,35.8503,10.2,1,0.27,51,2
-0.954,35.7793,5.04,1,0.73,191,3
1.2538,35.9436,4.07,1,0.66,67,10
-0.4029,37.6993,14.73,1,0.3,198,5
0.5366,37.2921,11.04,1,0.72,116,5
-1.9992,35.7283,16.07,0,0.27,161,7
-1.3144,39.343,3.62,1,0.59,159,7
1.1932,37.2099,2.83,1,0.69,186,7
-1.436,36.6006,3.0,1,0.7,121,4
1.5224,35.0666,1.79,1,0.52,127,6
-1.2679,35.0598,2.62,0,0.79,120,10
-0.6784,39.6395,12.45,1,0.44,71,10
0.0927,39.4708,12.08,0,0.34,72,10
-0.1932,37.5752,4.43,1,0.25,195,7
1.603,39.964,5.55,1,0.72,65,9
-0.6089,37.5212,10.73,1,0.59,120,5
0.257,36.7829,14.61,0,0.3,105,5
-0.739,39.6393,16.46,1,0.38,177,3
-1.3079,37.9233,9.14,0,0.31,102,7
1.6507,36.3126,7.71,1,0.38,169,7
-0.7317,38.778,8.7,1,0.75,55,9
-0.1046,37.7937,18.43,1,0.24,62,2
1.4624,35.5747,7.15,0,0.71,146,5
0.3098,35.0293,12.6,1,0.42,196,2
1.4169,39.0018,7.31,1,0.63,157,3
1.1558,36.7925,11.7,1,0.33,170,2
-0.733,39.1253,18.15,1,0.68,134,8
-1.2728,35.5479,6.65,1,0.48,51,6
-1.9702,36.336,15.98,0,0.69,70,2
-0.1066,36.7628,19.54,1,0.4,100,6
0.1559,36.3785,6.9,1,0.26,122,9
-0.9813,39.2968,18.44,0,0.67,125,4
1.9879,35.6602,17.51,0,0.46,150,1
0.7508,36.9203,9.84,1,0.24,198,7
1.4905,38.9191,8.84,1,0.42,101,8
1.6348,35.7047,5.63,0,0.35,119,1
0.2796,38.8432,19.31,1,0.42,68,4
-0.7034,35.2639,14.71,1,0.73,101,10
-1.4769,37.9616,11.25,0,0.49,88,4
1.8911,35.352,16.56,0,0.56,126,3
1.2351,37.4434,15.21,1,0.64,74,6
-0.2288,36.6391,19.05,0,0.34,126,3
1.0406,35.6155,3.54,0,0.52,60,6
-1.8625,35.888,14.8,0,0.58,83,10
0.8426,36.7701,18.21,0,0.27,180,5
1.4297,38.9506,10.94,1,0.26,60,7
1.566,37.7494,2.55,1,0.36,60,9
-1.7983,39.3828,10.66,0,0.55,136,2
-0.2755,37.9834,9.65,0,0.29,56,5
0.2123,37.5462,15.72,1,0.31,153,3
-0.6936,37.8784,16.98,0,0.59,114,7
-0.6242,35.5226,15.5,0,0.56,187,2
-1.8973,36.3035,17.35,1,0.21,191,0
1.9272,36.1913,10.26,0,0.75,88,1
-0.1186,38.1572,10.49,0,0.54,98,9
1.714,36.7765,4.27,1,0.5,194,7
-0.8717,35.7252,18.78,1,0.47,120,4
-1.7844,35.3238,1.58,0,0.35,176,8
-1.7341,35.7583,2.47,0,0.76,92,6
0.9252,38.6253,3.2,0,0.42,140,7
-1.0307,39.221,9.43,1,0.39,155,6
0.0631,35.9221,17.28,0,0.69,117,3
0.164,37.4224,1.89,0,0.7,114,10
-1.3999,37.9897,18.75,0,0.74,142,1
0.8903,35.6172,9.5,1,0.78,124,3
1.2208,38.8421,18.27,1,0.66,129,3
1.9629,36.4743,2.68,1,0.54,125,9
1.0798,38.3385,16.88,0,0.62,181,3
-1.6045,37.5909,16.95,0,0.54,108,0
-1.6076,37.9458,2.75,1,0.42,51,2
-1.2482,37.0306,7.2,1,0.68,152,8
-0.9382,36.2966,1.13,1,0.22,82,10
1.1196,35.5027,14.25,1,0.62,177,10
1.6646,38.9398,3.28,0,0.74,73,1
-1.1911,36.4963,3.93,1,0.43,113,8
1.4184,36.5099,15.34,1,0.28,128,3
1.1511,36.1344,14.61,0,0.53,87,9
-1.1809,36.4337,7.06,1,0.26,121,5
-1.8281,36.0017,13.41,1,0.51,94,5
0.3091,35.3458,13.91,0,0.51,73,10
0.9814,39.1666,14.39,0,0.58,128,7
-1.8737,36.2347,9.31,0,0.24,69,5
-1.873,38.9702,12.58,0,0.29,135,5
-0.1703,35.684,2.93,0,0.59,53,0
-0.1848,35.1468,6.39,0,0.53,86,2
-0.2551,36.9376,7.43,1,0.74,51,7
-1.3219,37.03,6.74,1,0.68,111,3
0.6197,36.3311,1.34,0,0.67,165,5
-0.6908,39.3606,7.4,0,0.66,92,2
1.5013,36.707,3.45,0,0.48,83,10
1.3684,37.2896,11.36,1,0.28,91,10
1.8775,37.0302,18.96,0,0.65,189,5
1.0755,38.9199,4.79,0,0.63,127,10
1.5625,39.3196,18.02,0,0.23,121,10
1.8266,35.806,7.14,1,0.72,76,8
0.2539,37.6981,2.68,0,0.3,132,2
-1.8677,38.2677,16.8,1,0.6,107,8
1.5439,38.3357,16.36,1,0.33,124,4
-0.9587,39.1932,14.42,1,0.47,58,2
-0.862,37.575,5.83,1,0.42,163,7
-1.0679,39.4678,6.32,1,0.32,137,5
-0.7533,36.4526,16.58,0,0.63,66,0
1.899,38.6915,11.85,0,0.42,127,1
1.326,35.6596,4.19,1,0.72,145,8
1.0356,36.984,13.3,0,0.42,156,4
-0.9468,36.1981,4.81,0,0.24,146,9
1.1476,37.8819,12.13,0,0.33,140,6
0.8513,36.4834,6.89,0,0.72,161,1
-1.5882,36.5109,11.28,0,0.72,141,5
-0.0157,38.8965,14.57,0,0.79,127,10
0.2974,36.3351,17.64,0,0.64,176,7
1.5042,38.0472,10.81,1,0.75,66,2
1.1159,35.163,9.36,1,0.41,99,5
-1.0554,35.0503,11.3,0,0.46,86,2
-1.9466,37.7534,3.43,0,0.79,106,10
0.565,35.1504,19.15,1,0.38,87,4
-1.3394,38.4809,9.89,1,0.39,189,5
-0.5412,36.2021,1.07,1,0.78,131,2
0.4062,38.1108,9.84,1,0.5,134,1
1.4538,36.7529,15.4,0,0.72,179,0
-1.0737,35.6001,16.0,0,0.39,97,7
1.2419,37.3547,11.86,0,0.52,93,7
1.3527,37.4904,16.71,0,0.21,92,8
-1.5578,36.8115,7.31,0,0.51,82,3
0.8684,37.0349,6.44,0,0.58,141,8
-0.1751,39.4347,4.48,0,0.75,161,1
1.9785,37.8613,16.09,0,0.3,162,7
-1.8822,35.6863,16.21,1,0.4,185,5
-1.4574,39.0421,3.06,0,0.64,196,9
-1.3304,37.0112,3.21,1,0.49,50,8
-0.4475,37.6671,3.75,1,0.4,143,1
-0.0289,38.1272,14.88,1,0.48,104,4
0.272,39.2633,10.48,0,0.76,168,0
-1.0028,35.1917,8.44,0,0.62,140,10
-1.6355,35.3423,10.82,1,0.48,178,5
-1.4331,37.0156,11.59,0,0.75,159,9
1.1028,36.3306,1.7,1,0.42,115,6
-0.2695,38.9382,9.1,1,0.22,83,3
-0.9499,35.0054,18.4,0,0.41,128,6
1.6478,39.7636,10.84,0,0.72,88,9
0.8872,38.2883,7.23,1,0.49,138,1
-0.8368,35.4194,16.34,0,0.39,71,7
0.0907,35.5185,19.53,1,0.45,53,10
-0.8886,39.4441,13.32,0,0.57,143,3
-0.5991,35.648,7.42,1,0.33,159,10
0.801,35.7574,1.92,0,0.68,72,5
-0.0441,39.812,17.98,1,0.62,98,7
0.399,35.3717,11.62,1,0.31,148,8
1.8961,35.4196,2.18,1,0.61,139,10
1.944,37.3328,2.24,1,0.28,130,10
-0.3337,39.7548,10.47,0,0.5,135,9
0.6675,36.0656,9.53,0,0.32,76,0
-1.0016,39.7753,4.44,0,0.31,132,10
0.8213,39.6352,15.03,0,0.4,121,6
1.7015,38.0276,6.79,0,0.62,142,9
1.5933,36.5328,15.55,0,0.34,72,1
0.1245,39.3391,6.62,0,0.42,128,0
-1.9513,35.0974,11.65,0,0.28,144,4
0.2439,39.3792,12.52,1,0.48,65,3
0.6448,38.0468,5.04,0,0.6,120,10
-0.5289,37.388,16.05,1,0.23,87,3
1.5133,39.3925,5.36,1,0.74,57,4
1.2366,38.2937,13.73,1,0.7,74,4
1.8869,35.3268,18.6,1,0.68,130,10
0.2401,37.1416,2.49,1,0.28,116,3
1.3706,38.0104,15.3,0,0.6,118,4
-0.6387,36.2746,5.25,0,0.59,129,10
0.7106,39.1095,2.85,0,0.77,160,3
0.8717,39.9727,13.45,1,0.48,98,7
-0.9839,39.8706,8.97,0,0.8,56,9
0.0731,39.0176,1.2,1,0.37,171,5
1.3455,38.31,3.7,1,0.76,55,0
-1.2424,37.1118,12.4,1,0.32,171,4
0.1513,39.4593,3.31,0,0.6,152,2
1.3823,39.5517,1.63,1,0.45,112,8
-1.358,36.8614,7.66,1,0.78,164,1
1.8221,36.7181,13.77,1,0.57,161,4
1.2829,39.7705,16.54,0,0.59,194,0
-0.1518,36.4821,11.55,1,0.77,193,7
-1.4844,38.383,17.26,0,0.33,130,7
-0.3292,38.7706,18.21,1,0.72,84,8
1.4292,38.6736,8.27,0,0.71,176,8
-0.6153,36.2809,5.39,0,0.48,193,8
0.1336,36.7799,14.63,0,0.29,190,0
0.0619,35.9205,10.69,0,0.6,190,7
1.8461,38.9861,9.22,0,0.43,198,6
1.864,36.9404,7.06,0,0.76,122,8
-1.0283,39.8091,16.22,1,0.52,128,1
-1.9079,35.4149,2.51,0,0.72,51,3
-1.1006,38.1063,19.49,0,0.24,79,4
-1.9639,37.6389,2.97,0,0.49,177,3
0.8072,35.2814,2.68,0,0.28,117,3
-0.6133,36.3839,2.95,1,0.7,111,3
0.5593,37.2665,6.01,1,0.44,70,1
-1.3456,38.2848,19.59,0,0.55,99,4
-0.6105,37.9317,6.52,1,0.21,98,8
-1.9799,36.3903,12.68,0,0.25,171,8
1.3553,38.4803,8.68,1,0.22,156,7
1.0493,39.2422,15.83,1,0.47,188,5
0.6937,39.5356,2.87,1,0.56,157,7
-1.8814,36.376,9.03,1,0.21,109,1
-0.5236,39.9876,18.04,0,0.73,177,5
-0.6894,36.7913,11.11,1,0.44,171,0
-0.6876,39.3272,6.42,1,0.39,101,10
