Mobile Money Usage,Bank Account Ownership,Savings,Credit Usage
95,1,34862,0
59,0,12457,0
80,1,17965,1
91,0,96246,0
56,0,35907,0
50,1,26078,0
96,1,43444,0
97,0,66455,0
3,0,18788,0
30,1,41701,1
88,1,71166,0
27,1,40628,1
29,1,16324,1
84,0,52249,0
79,0,28243,0
82,0,27876,1
70,1,71757,0
78,0,75595,1
36,1,39872,0
92,0,65663,1
27,0,53713,1
21,0,40966,1
47,0,2507,1
25,0,90791,0
21,1,55424,0
76,1,66455,0
29,0,7176,0
37,0,73856,0
81,0,55382,1
9,0,16419,1
24,1,22143,0
83,0,52881,0
23,1,18417,1
24,1,89043,0
87,1,17554,1
49,0,89610,0
4,1,86753,0
25,1,69373,1
47,1,33790,0
94,1,70415,1
58,0,26487,1
59,0,38832,1
78,0,90875,1
41,1,12103,0
19,1,55458,1
9,0,27110,1
33,1,39077,1
88,1,63736,0
67,1,53075,0
92,1,53843,1
11,1,24513,0
97,0,7704,1
91,0,99619,0
55,1,89243,0
3,1,18529,1
98,0,83789,0
12,0,42475,0
11,0,72937,1
83,0,75699,1
31,1,53578,1
68,1,19061,0
18,0,34939,1
9,0,92266,0
19,1,46668,1
13,1,15116,0
41,1,47838,1
71,1,79863,1
5,0,82190,1
60,1,56173,1
13,1,19982,1
88,1,85185,0
12,0,60637,0
60,1,10297,0
43,1,43950,1
8,0,84367,0
60,1,5753,1
88,0,32019,1
28,1,17965,0
27,1,41047,0
65,1,84654,0
3,1,59761,0
20,1,71900,1
83,1,29080,0
26,0,78995,0
5,1,44077,0
3,1,16437,1
66,0,79563,1
5,0,89273,1
86,1,95175,1
78,0,71327,1
50,0,98791,1
77,0,33451,0
52,1,8477,0
63,0,63765,1
19,1,85826,1
4,1,21929,1
53,1,14169,0
73,1,35792,0
63,1,3636,1
84,1,60392,0
72,1,22665,1
89,0,24183,0
46,0,40705,0
63,0,12197,1
61,1,72191,1
55,0,41161,0
11,1,93217,0
10,1,4744,1
39,1,22389,1
67,1,47085,1
65,1,90828,1
76,1,41456,1
44,0,28229,1
66,0,59295,0
85,0,28724,1
41,0,63613,0
75,1,37640,1
36,1,46269,1
18,1,10503,1
64,0,94454,1
4,0,1396,1
98,1,32242,1
68,1,39962,0
86,1,34512,1
55,1,81505,0
46,1,45352,1
13,1,68477,0
59,1,67664,0
89,0,79717,0
30,0,58189,1
14,1,52365,1
52,1,41877,0
56,0,87425,0
95,1,80381,1
6,1,3353,1
78,0,95683,1
85,1,10903,1
62,0,54508,1
64,0,8829,0
83,0,4277,1
44,0,42946,0
29,0,58540,0
8,0,9962,1
42,1,41653,0
84,0,48111,0
10,1,94331,1
24,0,89670,0
23,0,77560,1
56,1,17530,1
59,0,26258,1
25,0,83236,0
3,1,38319,0
65,0,87211,0
12,0,15861,0
46,1,81061,1
43,0,93395,1
44,1,60135,1
2,1,73536,1
42,1,83808,0
74,1,2079,1
44,1,53772,1
1,0,41312,0
95,0,13763,0
13,1,69446,0
33,1,8507,0
42,1,77935,0
85,1,4861,0
56,0,16729,0
84,1,90186,1
18,1,62000,0
45,0,66404,0
96,1,16067,1
12,0,22210,1
23,1,90872,0
93,1,32214,0
69,0,68610,0
8,1,69569,0
96,1,98453,0
57,1,96669,1
50,1,78972,1
4,0,44613,0
63,0,1182,1
12,1,41514,0
37,1,76967,1
1,1,82849,0
60,0,30254,0
99,1,51710,1
35,1,50700,1
61,1,81822,1
47,0,34849,1
75,1,8214,0
73,0,86656,0
99,1,91174,0
79,0,14864,1
21,1,38646,1
75,1,5635,0
36,0,41049,1
65,0,1088,0
56,0,67579,0
11,0,66192,0
13,0,48363,0
18,0,82704,0
3,1,28219,1
34,0,76858,1
77,1,7740,1
20,1,86649,0
40,1,19716,1
68,0,33937,1
96,1,23953,0
52,0,12911,1
77,0,42940,0
90,0,58576,1
17,0,26313,1
16,1,76313,1
66,0,50642,1
54,0,85869,0
84,0,46164,1
55,0,92143,1
29,1,38881,0
34,1,6601,0
99,1,52118,1
32,1,53398,0
49,1,69003,0
47,1,38626,0
55,1,59729,1
5,1,44710,0
79,1,37231,1
12,1,57402,0
59,0,35141,1
72,0,41207,0
82,0,63254,0
61,0,8925,0
24,0,60067,0
58,1,15463,0
19,0,89612,0
19,0,68001,0
26,1,66963,1
84,1,26334,0
21,1,25914,0
56,0,80909,1
32,0,70360,1
89,0,18842,0
37,0,74283,0
13,1,13921,0
4,1,6614,1
51,0,1530,1
45,1,5847,0
31,1,53727,0
7,0,80703,1
71,1,92033,0
23,0,34345,1
65,1,36626,1
8,1,15168,0
3,1,65554,0
37,0,17661,0
60,0,90126,1
13,1,7430,0
19,0,90172,0
11,1,34279,1
51,0,38217,0
7,0,52896,0
86,0,7674,1
50,0,5880,0
82,1,38033,0
47,0,99877,1
58,1,52431,1
99,1,99509,0
94,1,73853,1
88,0,75154,0
14,0,66777,1
71,0,39888,1
90,1,78472,0
19,1,35535,1
61,1,33572,0
65,1,60664,1
54,0,23611,1
3,0,55261,0
58,1,46234,0
41,0,67988,0
36,0,55192,0
93,0,58509,0
48,0,38629,0
64,0,5176,1
98,1,45724,1
16,0,80863,0
36,0,12414,1
87,0,42394,0
88,0,81797,0
47,0,72841,1
15,0,41975,0
16,0,66496,1
23,1,78291,0
25,1,45561,1
48,1,19205,0
24,1,55233,0
78,1,83876,0
50,0,21564,1
30,0,80337,1
87,1,53900,0
1,0,84329,1
70,1,36573,0
65,1,75201,0
50,0,81850,1
72,1,33734,0
38,1,75829,0
79,1,78119,0
45,1,68396,1
25,0,96681,0
13,1,39500,0
59,0,45051,1
25,1,88510,0
11,1,64568,0
80,1,59184,0
92,0,84986,1
37,0,99153,0
18,1,22711,1
53,1,21065,0
10,0,80574,1
38,1,47923,1
2,1,47553,1
9,1,94701,1
62,0,24337,0
14,0,86479,1
37,0,97008,0
9,0,52854,0
56,1,82979,0
71,1,21987,0
82,0,75953,0
47,1,50106,0
60,1,86345,0
89,0,90640,1
67,0,30026,1
96,1,88107,0
37,1,90246,1
42,0,61077,0
89,1,50322,0
41,0,88542,1
27,1,28608,0
54,1,82181,0
18,0,15494,0
71,0,45377,0
36,1,86608,0
68,0,14070,0
53,0,4045,1
80,0,62845,1
20,0,52587,1
39,1,79154,1
57,1,45668,1
31,1,37492,1
98,1,78878,0
54,1,6645,1
23,0,97467,0
73,0,88477,1
91,0,13918,0
69,1,22481,0
98,1,64716,1
61,1,68335,0
96,0,35105,0
59,1,39320,1
14,1,86305,1
1,0,71300,1
16,0,6740,1
19,1,40614,0
33,1,3325,0
82,0,24004,1
22,0,98927,0
52,0,30236,1
2,1,76472,0
10,0,2737,1
27,0,45760,1
22,0,6421,1
87,1,65356,0
88,1,64244,1
41,0,60677,0
28,1,79597,0
22,1,78916,1
50,1,59643,0
50,1,16101,1
91,1,27455,1
74,0,64335,1
12,1,94129,1
45,1,21903,1
61,0,25254,1
83,1,2201,0
42,0,72291,1
7,0,60150,1
75,0,40597,0
34,1,16088,0
10,1,12602,1
68,1,23567,0
45,1,85070,1
44,0,9892,0
2,1,97424,0
68,1,98904,0
4,1,69010,1
68,1,88176,0
18,1,8897,0
95,0,72185,0
54,0,96170,0
16,1,23696,0
31,0,42279,1
37,1,96102,1
53,1,47246,0
35,0,4473,0
38,0,70566,1
98,1,84575,0
73,1,87924,0
47,1,15369,0
2,0,14997,0
51,1,29466,1
89,1,38942,1
3,1,3096,0
79,1,68528,0
26,1,13442,0
7,0,93638,0
14,0,36889,1
8,1,94346,0
89,1,44569,0
18,0,21030,1
58,0,12738,1
48,0,47749,0
82,1,30785,1
58,1,43463,1
93,1,7429,0
4,1,69716,0
92,0,67157,1
51,1,88864,0
94,0,11056,1
34,0,39063,0
88,0,96700,0
93,1,80889,1
63,1,39621,1
77,1,64998,1
91,1,5412,1
44,1,61442,1
72,1,82239,0
44,1,5679,0
87,1,91182,1
29,1,39265,1
45,0,25915,0
41,0,5654,0
70,0,77586,0
58,0,13902,0
94,0,19509,1
42,1,57303,1
21,0,67667,1
78,0,67288,1
34,1,41675,1
97,0,27064,1
31,1,4973,1
23,0,99938,0
72,0,26986,1
97,1,42648,1
23,0,27751,1
10,0,39691,1
30,1,97829,0
1,1,70870,0
78,1,35429,0
42,1,55672,1
86,1,34073,1
41,0,73274,0
86,1,33525,1
88,0,92747,0
21,0,81045,1
96,0,1892,0
60,1,29158,1
31,0,39181,0
28,0,67587,1
60,0,15445,0
30,1,16478,0
44,1,63373,1
22,1,1957,1
18,1,35550,1
4,0,75415,1
44,1,25876,0
50,1,32272,1
13,0,79817,1
95,1,23697,1
14,0,83293,0
91,0,96489,1
49,1,41738,0
5,0,51090,1
73,0,42295,1
10,0,83319,1
83,0,49638,0
35,1,90121,0
77,0,1539,1
74,0,36986,1
24,1,32539,1
43,0,66268,0
85,1,76237,0
10,1,78076,0
27,0,58397,1
64,0,5285,0
69,0,56895,0
57,1,24795,1
70,0,4267,0
26,0,37394,1
63,0,67468,0
21,0,3627,1
19,0,26492,1
97,0,49868,1
14,0,34181,1
44,0,80748,0
90,0,23887,1
74,1,4905,0
44,1,92440,1
98,0,56958,0
74,0,31862,0
42,1,23195,0
13,0,75996,0
51,1,93227,0
53,1,19213,1
90,1,72276,0
41,1,15908,1
13,0,39730,1
16,1,90524,0
31,0,71830,0
40,0,44788,1
47,0,31076,1
74,0,14915,1
57,1,12385,1
27,0,90986,1
27,0,11191,1
17,0,84058,1
25,1,1652,1
96,1,92862,0
58,0,25100,1
43,1,33933,0
24,0,14596,0
27,1,33473,0
26,0,40675,1
31,0,96761,0
45,1,99866,0
83,1,51022,1
73,0,4318,1
75,1,32259,1
61,1,4471,0
84,0,37870,1
88,1,90102,1
94,1,29461,0
23,0,80862,1
40,0,9084,1
16,0,20038,0
42,0,17066,0
63,0,49498,0
42,1,56157,1
4,0,5649,1
93,0,79887,1
30,1,97596,0
24,1,53642,0
38,0,43105,1
41,1,47640,0
82,0,86172,1
48,0,83567,1
53,0,16936,1
96,1,12902,0
53,1,50934,1
35,1,96799,0
64,1,50764,1
21,1,40860,1
33,0,8367,0
52,0,95553,1
20,0,62871,0
71,0,45273,0
19,0,87257,1
54,1,40141,0
54,1,3609,0
57,0,8250,0
77,0,52208,1
21,0,6781,0
8,1,53022,1
61,1,74443,1
77,1,88896,0
99,1,87373,1
11,0,70961,0
34,1,6650,0
19,1,13326,1
23,1,6700,0
72,0,77724,0
70,1,51006,0
47,1,17218,0
57,0,97191,0
19,1,2252,0
47,0,31331,0
44,1,66434,1
98,1,11554,0
82,1,75108,1
2,0,28530,0
64,0,59695,1
2,0,94533,1
22,0,19271,1
10,1,85192,1
2,0,86794,0
50,1,81993,0
31,0,34319,0
41,1,38170,1
81,0,56606,0
46,0,31019,1
74,0,3237,1
32,0,23134,1
89,1,76157,1
39,0,83337,0
59,0,55543,1
68,0,3440,1
64,1,77900,0
31,0,99500,0
32,1,75474,0
36,0,28709,0
80,1,87248,0
72,1,67234,0
6,0,20483,1
90,1,10610,0
69,1,77517,1
70,0,5616,1
47,0,62449,1
26,0,43022,0
46,0,30054,1
13,1,70671,1
63,1,46230,0
61,1,83616,1
70,0,61485,0
64,0,52076,1
79,0,84729,1
26,1,4331,0
18,0,6973,0
6,1,66680,0
49,1,74243,0
39,0,29541,1
41,0,24376,0
74,1,26507,1
71,1,87291,0
35,1,12058,1
11,0,89408,0
45,0,64110,1
9,0,23233,1
24,1,87540,1
64,1,77008,1
33,0,19425,0
75,0,12103,0
70,1,61781,0
72,1,55878,0
64,1,77172,0
57,1,32731,0
7,1,36268,0
74,1,83567,0
33,0,12058,1
15,1,60527,0
79,1,37760,0
92,0,83781,0
58,1,74760,0
59,0,31423,1
45,0,30685,1
27,0,42768,0
75,0,58193,1
79,0,37917,1
72,1,12551,1
82,0,81438,0
16,0,81020,0
2,0,16560,0
92,1,32615,1
56,0,54827,0
85,1,50227,1
16,1,12666,0
85,0,56924,0
23,1,74811,1
23,1,37932,1
52,1,76074,0
41,1,3162,0
33,0,45232,1
24,1,92145,1
36,1,11770,0
20,0,96916,1
83,0,5519,0
92,1,50837,0
77,0,59931,0
60,1,93896,1
74,1,87218,0
47,1,71230,1
81,1,74136,1
98,0,5879,1
77,0,9066,1
76,0,29318,0
55,0,67000,1
29,0,6184,1
33,1,63908,0
38,1,25410,1
13,0,96427,1
40,1,9615,1
53,1,14030,0
71,0,63400,0
71,0,7255,1
51,1,45375,1
99,1,38755,0
54,1,19744,1
54,1,56882,1
34,1,39421,1
17,1,18585,0
82,1,2129,1
88,0,10753,0
76,0,10771,1
35,0,29212,1
31,0,59291,1
67,0,51792,0
70,0,75686,1
15,0,99009,0
68,0,66377,0
37,0,43912,0
2,1,56737,0
14,0,44540,1
15,1,65630,1
35,1,32199,1
60,0,58089,1
35,0,60168,1
5,1,53896,0
82,1,41492,0
5,0,97074,0
38,1,60931,1
7,0,89893,1
43,1,4264,1
20,1,49894,0
20,0,32196,0
36,0,35720,1
81,1,43199,1
14,0,80063,1
51,1,82506,1
70,1,89479,1
14,1,36745,1
60,0,97701,0
87,0,84423,0
3,1,89687,1
69,1,25335,1
57,0,18920,1
89,0,97673,1
24,0,41919,1
15,0,13217,1
70,0,76216,1
79,1,89936,1
34,0,18101,0
79,0,90810,1
10,1,62989,0
17,1,86321,1
78,0,80644,1
47,1,66213,0
45,1,51939,1
10,1,70861,1
21,0,63040,1
41,1,80138,0
86,0,23417,0
30,1,26561,0
14,0,17994,0
11,0,70401,0
60,0,92200,0
85,1,91766,1
82,0,84260,0
93,0,73388,1
48,1,4548,0
49,1,50406,1
36,0,30642,1
20,1,81664,0
11,1,12409,0
11,1,64796,1
41,1,93352,0
52,1,63998,1
22,1,49192,0
78,0,80683,1
58,0,7559,1
90,0,86469,0
57,1,42704,0
30,0,32688,1
86,1,38710,1
53,1,70130,1
35,0,1295,0
97,1,1215,0
72,0,54465,1
10,0,81300,0
35,0,81730,1
20,1,68336,0
16,1,62964,0
84,1,5612,0
88,1,43425,0
48,0,7728,0
74,0,33168,0
86,1,76645,0
82,1,49830,1
68,0,47974,1
71,0,86121,1
98,1,99568,0
30,1,88561,0
62,0,42241,1
22,0,3176,1
17,0,96848,1
97,0,68881,1
84,0,20954,0
1,0,22336,1
3,1,89031,1
61,1,28298,1
36,0,59234,1
79,0,62626,1
82,0,47839,0
1,0,59027,0
72,1,23075,0
71,1,19859,0
51,1,34013,0
52,0,21630,0
25,1,54175,0
71,0,48578,0
8,0,17390,1
47,1,27370,0
52,0,21100,0
59,1,16901,1
99,0,37774,0
83,1,31299,0
39,1,61639,1
11,1,89949,0
67,0,8599,1
4,1,90190,0
23,0,45321,0
20,0,74755,1
86,0,91551,0
74,0,92412,1
66,1,38441,0
11,0,16606,1
73,0,60205,0
46,0,33663,0
38,1,10823,1
75,1,39682,0
95,1,82424,0
87,1,17820,1
15,1,31211,1
24,0,34408,0
65,0,42930,0
75,1,98573,0
88,0,56864,1
77,0,18456,1
18,1,97729,0
69,0,43378,1
99,1,36820,1
16,0,30047,0
72,0,7508,1
80,1,40070,0
13,1,36124,1
68,1,88625,0
16,1,52113,1
11,1,58983,0
96,0,54435,0
42,1,9937,0
87,0,34961,1
60,0,89277,0
22,0,42771,0
68,1,36670,1
51,0,7075,1
77,1,73541,1
1,1,13060,1
47,0,82402,0
4,1,65243,1
44,0,23621,0
23,1,43410,0
50,1,30159,0
49,0,21215,0
9,1,23998,0
54,0,80838,0
66,1,65920,0
95,0,37520,0
95,0,90009,1
44,1,7580,0
93,1,44037,1
54,1,23399,0
28,1,37634,0
73,1,64830,0
25,0,16444,0
85,0,56762,0
35,0,61238,0
19,1,75287,0
93,1,90686,1
3,0,88257,1
53,0,23575,1
71,1,30981,0
83,1,93715,0
24,0,21651,1
14,0,13792,1
55,0,54453,1
32,0,3543,0
50,0,63664,0
96,1,47468,0
80,1,50333,1
87,0,22233,0
11,1,43937,0
23,0,76929,1
90,0,53416,0
20,0,40322,0
90,1,62440,0
10,1,17290,1
64,1,77045,1
38,1,25344,1
61,1,60297,1
88,0,87710,1
63,1,20754,1
35,0,94296,0
52,0,26551,0
90,1,82678,0
14,0,38873,0
10,0,47518,1
10,1,67858,0
95,0,91870,0
80,0,41690,0
63,0,30503,0
42,1,83481,0
47,0,27364,1
98,1,90139,0
9,0,44206,1
11,0,40718,0
15,1,51516,0
85,0,71007,1
28,0,44054,1
26,0,96856,0
16,1,71969,1
31,0,71826,1
66,1,75388,1
13,1,66554,1
97,1,92381,0
9,0,31986,0
8,1,60859,1
2,0,99455,1
72,1,52567,0
96,0,4951,1
85,1,19553,0
56,0,51376,1
31,0,53415,1
65,0,50523,1
55,1,84979,0
46,1,46584,0
65,1,12267,0
3,0,28578,1
12,1,22005,0
14,0,93473,0
57,0,18624,1
70,0,30071,1
83,0,37000,1
5,1,74829,0
84,1,27306,1
49,0,62729,1
62,1,18804,1
54,1,11033,1
30,0,80782,0
55,0,91400,1
66,1,87712,1
2,1,19125,0
89,0,54003,1
91,1,2722,1
83,1,86342,1
5,1,13026,1
70,0,95573,0
91,1,41914,0
53,0,45363,1
2,0,98820,1
52,1,43607,1
40,0,67106,1
17,1,53751,0
71,0,86094,1
88,0,83271,0
92,0,19892,0
2,0,39989,0
24,0,23461,0
81,0,90936,1
5,0,88670,1
99,1,28731,0
72,1,6684,1
10,1,17209,1
13,0,97672,1
37,1,21599,0
19,0,35209,0
60,1,9002,0
67,0,89902,1
99,0,76574,0
14,1,71450,1
10,1,34210,0
93,0,16530,0
68,1,58150,1
36,1,66382,0
7,0,43576,1
70,1,64160,0
1,1,37362,0
21,0,91969,0
83,1,20085,1
84,1,38634,1
74,1,91931,1
97,1,72172,0
99,1,23873,0
83,1,8933,1
91,1,23035,1
1,0,49451,1
50,0,45540,1
47,0,65798,1
17,0,53657,1
36,0,95164,0
64,0,18709,1
3,0,7672,0
34,1,25799,1
62,1,58447,0
92,0,64374,0
83,0,82770,0
60,1,28797,1
66,0,18971,0
52,1,8616,1
86,1,83970,0
74,1,77208,0
61,0,44669,1
15,1,69348,1
66,0,43247,1
60,1,32321,0
18,0,72754,0
41,1,89581,1
41,0,6581,1
71,0,96608,0
28,0,46814,1
50,1,81860,1
2,0,47142,0
14,0,69296,0
83,0,38578,0
86,0,28515,0
45,1,45896,1
74,1,79150,1
18,1,77865,1
32,1,78686,0
77,1,13053,0
34,0,87993,1
57,1,24885,1
2,0,6815,0
64,1,48900,0
8,0,30343,1
38,0,8899,0
75,0,1321,0
33,1,32475,0
20,0,33444,1
38,1,75815,0
5,0,65568,1
30,0,50751,1
26,0,45107,1
66,1,54586,1
13,1,45802,0
74,0,95183,1
19,1,14760,1
74,1,54128,1
75,1,36450,0
66,0,60375,1
33,1,16798,0
13,1,97096,1
90,0,18144,0
88,1,61814,1
28,1,32115,0
13,0,68971,1
39,1,26765,0
45,0,13560,0
7,0,17693,0
66,1,5657,1
29,1,10234,1
24,0,73544,1
46,0,98109,0
47,1,79455,0
83,0,24605,1
50,1,85140,0
56,0,3120,1
45,0,82012,1
21,1,97065,1
9,0,91742,1
48,1,47674,1
8,1,13602,0
97,0,16443,0
64,1,75091,1
25,0,40789,0
37,0,91958,1
46,0,49574,0
20,0,60558,1
38,0,92319,1
80,1,21883,1
76,1,50651,1
12,0,72599,1
1,0,39935,1
24,0,86570,1
57,1,61721,0
81,0,70014,1
9,0,8586,0
76,1,81485,1
34,1,40840,0
55,1,46000,0
3,1,4579,1
60,1,95217,0
55,0,18540,1
59,0,31007,1
39,0,14007,0
99,0,60978,1
14,0,4776,0
17,1,28257,0
34,0,41088,1
13,1,53917,0
10,1,40382,1
70,1,72174,0
62,1,83681,1
4,0,14942,0
92,1,33370,1
43,0,82452,0
65,1,93371,1
16,0,28972,1
42,1,59960,0
64,0,1488,1
90,1,85401,0
86,1,57885,0
21,0,20617,0
14,0,64002,1
55,0,62352,0
51,1,60129,0
82,0,75463,1
17,0,15435,0
22,1,67008,1
8,1,58941,0
66,0,39109,1
77,1,47567,1
95,0,94945,0
3,0,57545,0
46,1,55442,1
51,1,24015,1
20,1,64519,0
49,1,37635,1
6,0,66473,0
72,0,1186,1
96,0,69782,0
84,1,2359,1
64,0,83934,0
33,1,52684,1
23,1,77933,1
56,1,66634,1
60,1,45046,1
44,0,68579,1
81,0,90325,0
11,1,80078,0
84,0,8767,0
40,1,78200,0
3,1,9127,1
27,0,52066,1
3,0,96738,1
59,1,2465,0
72,1,76240,1
51,0,83032,0
51,1,95450,1
96,1,12773,0
30,1,13812,1
63,0,52617,1
62,0,1158,0
5,1,7548,1
19,0,97140,0
51,0,43955,1
13,0,62875,1
77,0,69689,1
72,0,45685,1
70,0,87115,0
79,0,15420,0
60,1,30818,1
21,0,53568,0
94,1,1043,0
95,0,42705,0
37,1,23344,0
70,0,38475,1
50,1,51709,1
53,0,75538,1
10,0,67554,1
81,0,56998,1
99,0,62717,0
84,0,77530,0
78,1,87986,0
99,1,53572,1
5,1,75079,1
3,1,5566,1
83,0,68626,0
10,0,7871,0
91,1,72795,0
63,1,9975,0
87,1,52367,0
84,1,28857,0
86,1,97656,1
58,1,43634,1
80,1,86607,1
90,0,40998,0
52,1,40370,0
76,0,6111,0
76,1,97539,1
65,1,57358,0
51,0,65236,1
7,0,15685,0
66,0,84798,0
12,0,50188,1
69,0,3496,0
99,1,47185,0
36,1,88701,0
4,0,74669,1
16,0,24359,0
81,1,68929,0
60,0,35680,0
31,1,87180,1
13,0,40640,1
53,0,25718,1
63,1,19220,0
86,0,22041,0
52,0,41770,1
59,0,62004,0
94,0,10235,0
93,1,24198,1
79,0,74320,0
21,1,60433,0
9,1,53264,0
44,0,54143,1
13,0,82776,1
73,0,37726,0
68,0,10729,1
58,1,48351,1
39,0,89860,1
22,0,41119,0
12,0,76410,0
26,1,90150,0
54,1,73864,0
18,0,56886,0
76,1,62717,0
80,1,97532,1
55,1,41936,1
61,0,37889,1
61,1,22131,1
14,1,81290,0
67,1,31847,0
67,1,17628,1
68,0,87625,1
83,1,68496,0
35,1,86824,1
32,0,47773,1
18,1,94188,1
76,1,62506,1
21,0,82245,0
34,1,52417,1
54,0,33999,0
47,0,98751,0
46,0,82494,0
76,1,90555,1
95,0,11825,0
28,0,47579,0
51,1,96133,0
76,1,51880,1
11,0,4127,1
58,0,37560,1
3,0,1075,1
83,1,13322,0
25,0,82399,1
51,0,30595,0
84,0,60189,0
45,1,15862,1
12,0,18944,0
62,0,98908,0
65,0,19759,0
49,1,97311,0
87,0,95877,1
54,1,58427,0
62,1,63270,1
44,0,57750,1
7,1,69053,0
93,1,3765,1
95,1,68936,0
65,0,6699,1
77,0,60435,1
80,1,49610,0
17,0,52129,1
79,0,9181,1
50,0,61109,1
40,0,88700,1
39,1,18886,1
91,0,70476,0
5,1,24827,1
16,1,38526,1
88,1,54144,0
50,1,9679,1
73,0,80131,1
67,1,98588,1
95,0,71872,0
92,0,57940,1
7,1,85113,1
45,0,86602,1
69,1,55593,0
9,0,58446,1
88,1,16028,1
34,0,25588,1
59,0,9269,0
74,1,62813,0
47,0,14217,0
62,0,78050,0
33,1,74768,0
3,1,84986,1
5,1,92222,0
57,1,21211,0
91,1,23126,0
31,1,92053,1
32,1,73658,0
5,1,17687,0
65,0,97105,0
72,1,52863,0
66,1,41052,0
36,1,87980,1
59,1,83679,0
43,0,94388,0
65,1,40539,0
87,1,72951,1
92,0,96085,1
96,0,70592,0
84,1,54984,0
86,1,60524,1
81,1,79949,0
81,0,7287,1
7,1,9459,1
19,1,59182,1
3,1,31987,1
98,0,26507,1
63,0,11796,1
93,1,7585,1
31,1,79949,1
73,1,11844,1
50,1,89452,1
52,1,4842,1
42,1,71657,1
39,0,95244,0
28,1,80996,1
13,1,63518,1
16,1,36243,1
48,1,53057,0
42,0,63561,0
87,1,69574,0
6,0,32164,0
90,0,15397,0
34,1,22172,1
71,0,77503,1
12,0,71123,1
3,0,65595,1
84,1,7974,0
16,0,2436,0
79,1,77795,0
9,1,61005,1
59,0,45092,0
93,1,70037,1
21,1,31553,1
9,0,46445,1
18,0,14125,1
44,0,29146,1
7,0,37909,1
82,0,27347,1
12,0,3136,1
58,1,64685,0
43,1,93536,0
10,0,74022,1
81,1,86662,0
2,0,17575,1
58,0,9095,0
96,1,94832,0
45,1,42065,0
16,0,69025,1
9,0,87106,1
57,1,91826,1
10,1,85573,0
47,1,54743,0
99,0,25100,0
18,0,94843,0
60,1,78906,0
37,1,36507,1
97,0,27048,0
73,0,55218,1
40,1,66333,0
14,0,97624,1
13,1,67639,1
35,0,5012,1
33,0,77041,0
58,0,64387,1
74,0,69025,1
22,0,54885,0
92,0,17176,1
49,1,11266,1
44,1,3988,0
17,1,23378,0
44,1,50413,1
78,1,33158,1
41,0,66969,0
63,0,7202,1
14,1,6125,0
89,0,69956,0
37,0,81238,0
16,1,23837,0
58,0,9005,0
57,1,47245,1
32,0,16758,1
88,1,34917,1
28,1,81108,1
87,1,3164,0
15,1,43605,1
40,0,90129,1
22,1,79765,0
33,0,7430,1
28,1,29922,1
17,0,29015,1
32,1,36824,1
8,1,6808,0
3,0,62520,0
3,0,30820,1
44,0,82873,1
92,0,53759,1
53,0,2802,0
75,0,64850,1
97,0,81579,1
89,0,31971,1
77,0,1101,1
93,1,74467,0
39,0,1822,0
60,0,29632,1
57,0,69042,1
20,0,13234,1
27,0,96841,0
15,1,49843,1
34,0,58905,1
64,1,77039,0
38,0,20613,1
66,0,39218,1
31,0,9463,0
28,1,70208,0
92,0,82323,0
57,0,39684,0
46,1,98496,0
52,0,1818,1
64,1,37341,1
8,0,20882,1
97,0,95798,0
35,0,77302,0
89,0,79480,0
67,0,14929,0
63,0,81863,1
77,1,43117,0
38,1,35768,1
83,1,55866,0
18,1,19976,1
47,1,57352,0
27,1,76032,1
8,1,57850,0
79,0,39770,1
24,0,71292,0
91,1,20764,1
20,1,10102,0
37,0,66588,0
90,1,95518,0
76,0,90115,0
56,0,68437,1
31,1,61922,1
80,0,48521,1
50,1,45036,0
44,1,38316,0
89,0,75451,0
5,1,61305,0
47,0,12764,1
79,1,2124,1
90,1,27245,0
26,1,34909,0
27,0,84433,1
71,0,27035,1
63,0,81349,1
65,1,67480,1
15,0,59749,0
6,0,1196,0
86,0,28983,1
44,1,75733,1
17,0,50789,0
59,1,35967,1
43,0,71611,1
72,0,26160,0
22,1,21252,1
69,0,80074,1
84,0,36641,1
64,1,94190,0
89,1,52905,1
17,0,96782,0
84,0,46190,0
75,0,52274,1
1,1,18358,1
50,1,1031,1
58,0,98017,1
31,0,67680,0
11,0,29891,0
86,1,92418,0
22,1,45849,1
52,0,95942,1
24,0,95123,1
86,1,56196,0
75,0,21968,0
41,0,99172,0
83,0,65387,0
19,1,35516,0
50,0,47329,1
34,0,13441,1
26,1,53045,0
46,0,56812,0
16,0,71706,0
16,0,17659,1
36,1,64027,0
73,1,79645,1
78,1,49129,1
74,0,97075,1
41,1,95577,1
69,1,27640,1
68,0,79935,0
18,0,45228,1
74,1,14644,1
39,1,58842,0
82,1,75928,0
64,0,92639,1
10,0,17817,1
24,1,74381,0
94,1,42530,0
62,1,6169,1
51,1,81618,1
93,0,93852,0
15,0,13388,0
74,1,98310,1
22,0,29312,1
78,0,92446,1
25,1,85844,1
11,0,2297,0
30,0,73306,0
1,0,63211,1
78,1,30759,0
17,0,73257,0
9,1,55299,0
9,0,21579,0
12,0,33019,0
13,0,65958,0
31,0,98713,1
30,1,82254,1
40,1,71518,0
56,0,75431,0
16,1,95748,1
19,0,2955,1
52,0,54792,0
66,0,5845,1
44,1,62882,0
54,1,10960,1
71,1,54242,0
54,0,86924,1
68,0,85649,1
27,1,5529,0
34,0,42241,0
88,0,38165,1
88,1,82109,1
24,0,6966,1
56,0,60851,1
